Wavelength,PTP Emission,PTP Absorption,G2P Emission,G2P Absorption,Extrapolated
363.00,0.01517255,0.00774876,0.00000000,0.997625,False
364.00,0.01457524,0.00964437,0.00000000,0.997625,False
365.00,0.01407648,0.01113085,0.00000000,0.997625,False
366.00,0.01366781,0.01224327,0.00000000,0.997625,False
367.00,0.01325914,0.01335569,0.00000000,0.998142,False
368.00,0.01293907,0.01397318,0.00000000,0.998142,False
369.00,0.01265944,0.01436476,0.00000000,0.998266,False
370.00,0.01237982,0.01475635,0.00000000,0.998448,False
371.00,0.01213352,0.01333340,0.00000000,0.998548,False
372.00,0.01189308,0.01159200,0.00000000,0.998560,False
373.00,0.01165257,0.00988976,0.00000000,0.998560,False
374.00,0.01140791,0.01077692,0.00000000,0.998560,False
375.00,0.01116325,0.01166409,0.00000000,0.998560,False
376.00,0.01091732,0.01223347,0.00000000,0.998560,False
377.00,0.01066562,0.01134630,0.00000000,0.998560,False
378.00,0.01041391,0.01045914,0.00000000,0.998560,False
379.00,0.01008592,0.01047436,0.00000000,0.998038,False
380.00,0.00961198,0.01221577,0.00000000,0.997176,False
381.00,0.00913804,0.01395717,0.00000000,0.996436,False
382.00,0.00864007,0.01371564,0.00000000,0.995397,False
383.00,0.00811876,0.01154980,0.00000000,0.993926,False
384.00,0.00759746,0.00938395,0.00000000,0.992901,False
385.00,0.00714711,0.00895780,0.00000000,0.991426,False
386.00,0.00673145,0.00938232,0.00000000,0.989676,False
387.00,0.00631580,0.00980683,0.00000000,0.988199,False
388.00,0.00599672,0.00997357,0.00000000,0.987659,False
389.00,0.00569662,0.01008967,0.00000000,0.987062,False
390.00,0.00539652,0.01020576,0.00000000,0.986219,False
391.00,0.00515783,0.01008967,0.00000000,0.985350,False
392.00,0.00491915,0.00997357,0.00000000,0.985350,False
393.00,0.00468651,0.00984496,0.00000000,0.985350,False
394.00,0.00448472,0.00965263,0.00000000,0.985350,False
395.00,0.00428292,0.00946029,0.00000000,0.985350,False
396.00,0.00408308,0.00928048,0.00003040,0.985350,False
397.00,0.00388724,0.00912627,0.00012295,0.982726,False
398.00,0.00369140,0.00897206,0.00021551,0.982726,False
399.00,0.00350021,0.00906447,0.00032207,0.979761,False
400.00,0.00331383,0.00941102,0.00044308,0.974518,False
401.00,0.00312744,0.00975757,0.00056408,0.851937,False
402.00,0.00295433,0.00987654,0.00078108,0.504809,False
403.00,0.00278816,0.00987654,0.00104825,0.334954,False
404.00,0.00262200,0.00987654,0.00131543,0.249736,False
405.00,0.00246667,0.00921228,0.00217343,0.198906,False
406.00,0.00231370,0.00840309,0.00316033,0.165213,False
407.00,0.00216073,0.00759390,0.00414724,0.141259,False
408.00,0.00202808,0.00666352,0.00581486,0.123362,False
409.00,0.00189574,0.00573130,0.00749279,0.109486,False
410.00,0.00176956,0.00503140,0.00907616,0.098412,False
411.00,0.00167847,0.00565516,0.01012079,0.089372,False
412.00,0.00158738,0.00627892,0.01116543,0.081851,False
413.00,0.00150000,0.00691030,0.01208883,0.075498,False
414.00,0.00142075,0.00755834,0.01274666,0.070059,False
415.00,0.00134149,0.00820639,0.01340449,0.065351,False
416.00,0.00127623,0.00975151,0.01399956,0.061236,False
417.00,0.00122627,0.01227784,0.01452599,0.057608,False
418.00,0.00117631,0.01480418,0.01505242,0.054386,False
419.00,0.00112971,0.01540329,0.01556733,0.051505,False
420.00,0.00108497,0.01492679,0.01607580,0.048914,False
421.00,0.00104023,0.01445028,0.01658428,0.046571,False
422.00,0.00099548,0.01308420,0.01720020,0.036675,False
423.00,0.00095072,0.01150399,0.01784199,0.029940,False
424.00,0.00090597,0.00992379,0.01848378,0.024193,False
425.00,0.00086121,0.00987654,0.01911108,0.020550,False
426.00,0.00081646,0.00987654,0.01973793,0.017373,False
427.00,0.00077425,0.00968316,0.02035359,0.014987,False
428.00,0.00074852,0.00824326,0.02089704,0.013044,False
429.00,0.00072278,0.00680335,0.02144049,0.011760,False
430.00,0.00069235,0.00570326,0.02188415,0.010380,False
431.00,0.00065087,0.00540176,0.02209332,0.009237,False
432.00,0.00060939,0.00510027,0.02230248,0.008334,False
433.00,0.00057532,0.00574402,0.02236171,0.007527,False
434.00,0.00054987,0.00748542,0.02224685,0.006799,False
435.00,0.00052443,0.00922682,0.02213199,0.006379,False
436.00,0.00050090,0.00987654,0.02179145,0.005886,False
437.00,0.00047853,0.00987654,0.02131659,0.005427,False
438.00,0.00045616,0.00987654,0.02084174,0.005057,False
439.00,0.00043378,0.00987654,0.02032350,0.004903,False
440.00,0.00041139,0.00987654,0.01979378,0.004654,False
441.00,0.00038901,0.00987654,0.01926407,0.004425,False
442.00,0.00038523,0.00987654,0.01883898,0.004291,False
443.00,0.00038231,0.00987654,0.01841879,0.004197,False
444.00,0.00037975,0.00987654,0.01801282,0.004033,False
445.00,0.00037975,0.00987654,0.01771171,0.003877,False
446.00,0.00037975,0.00987654,0.01741061,0.003866,False
447.00,0.00037270,0.00987654,0.01715213,0.003726,False
448.00,0.00034784,0.00987654,0.01700131,0.003726,False
449.00,0.00032298,0.00987654,0.01685048,0.003726,False
450.00,0.00031006,0.00987654,0.01673913,0.003583,False
451.00,0.00031188,0.00987654,0.01667645,0.003443,False
452.00,0.00031370,0.00987654,0.01661377,0.003373,False
453.00,0.00031485,0.00884278,0.01656879,0.003337,False
454.00,0.00031558,0.00715336,0.01653503,0.003307,False
455.00,0.00031630,0.00546394,0.01650128,0.003307,False
456.00,0.00030112,0.00504534,0.01643896,0.003178,False
457.00,0.00028136,0.00499336,0.01636839,0.003178,False
458.00,0.00026159,0.00494137,0.01629783,0.003119,False
459.00,0.00027149,0.00517941,0.01619850,0.003054,False
460.00,0.00028328,0.00543585,0.01609734,0.003054,False
461.00,0.00029253,0.00563870,0.01598547,0.003054,False
462.00,0.00027995,0.00538226,0.01578181,0.003006,False
463.00,0.00026737,0.00512581,0.01557815,0.002935,False
464.00,0.00025770,0.00525439,0.01536040,0.002935,False
465.00,0.00025593,0.00643088,0.01510427,0.002935,False
466.00,0.00025416,0.00760737,0.01484815,0.002935,False
467.00,0.00025316,0.00776548,0.01457430,0.002933,False
468.00,0.00025316,0.00658894,0.01427722,0.002733,False
469.00,0.00025316,0.00541241,0.01398014,0.002711,False
470.00,0.00025316,0.00493827,0.01364990,0.002711,False
471.00,0.00025316,0.00493827,0.01329727,0.002711,False
472.00,0.00025316,0.00493827,0.01294464,0.002665,False
473.00,0.00025316,0.00493827,0.01265667,0.002605,False
474.00,0.00025316,0.00493827,0.01238899,0.002605,False
475.00,0.00025316,0.00493827,0.01212131,0.002605,False
476.00,0.00025316,0.00493827,0.01189525,0.002605,False
477.00,0.00025316,0.00493827,0.01167254,0.002562,False
478.00,0.00025316,0.00505797,0.01145381,0.002605,False
479.00,0.00025316,0.00639386,0.01127551,0.002513,False
480.00,0.00025316,0.00772976,0.01109720,0.002490,False
481.00,0.00025316,0.00845155,0.01092515,0.002476,False
482.00,0.00025316,0.00736686,0.01077149,0.002462,False
483.00,0.00025316,0.00628216,0.01061783,0.002448,False
484.00,0.00025316,0.00554576,0.01047785,0.002434,False
485.00,0.00025316,0.00529452,0.01035691,0.002421,False
486.00,0.00025316,0.00504327,0.01023597,0.002407,False
487.00,0.00025316,0.00591866,0.01008371,0.002406,False
488.00,0.00025316,0.00760288,0.00990897,0.002406,False
489.00,0.00025316,0.00928710,0.00973423,0.002386,False
490.00,0.00019204,0.00845750,0.00951102,0.002351,False
491.00,0.00011014,0.00677333,0.00927133,0.002318,False
492.00,0.00002825,0.00508917,0.00903164,0.002312,False
493.00,0.00001420,0.00619079,0.00880946,0.002312,False
494.00,0.00000682,0.00756659,0.00858901,0.002312,False
495.00,0.00000000,0.00873712,0.00836719,0.002222,False
496.00,0.00000000,0.00736132,0.00812838,0.002222,False
497.00,0.00000000,0.00598553,0.00788957,0.002222,False
498.00,0.00000000,0.00535412,0.00765131,0.002197,False
499.00,0.00000000,0.00709552,0.00741484,0.002136,False
500.00,0.00000000,0.00883692,0.00717836,0.002136,False
501.00,0.00000000,0.00987654,0.00693869,0.002095,True
502.00,0.00000000,0.00987654,0.00669428,0.002075,True
503.00,0.00000000,0.00987654,0.00644987,0.002056,True
504.00,0.00000000,0.00987654,0.00620744,0.002037,True
505.00,0.00000000,0.00987654,0.00596652,0.002018,True
506.00,0.00000000,0.00987654,0.00572560,0.001999,True
507.00,0.00000000,0.00987654,0.00548491,0.001981,True
508.00,0.00000000,0.00987654,0.00524431,0.001963,True
509.00,0.00000000,0.00987654,0.00500370,0.001944,True
510.00,0.00000000,0.00987654,0.00480052,0.001926,True
511.00,0.00000000,0.00987654,0.00460170,0.001909,True
512.00,0.00000000,0.00987654,0.00440431,0.001891,True
513.00,0.00000000,0.00987654,0.00422942,0.001873,True
514.00,0.00000000,0.00987654,0.00405452,0.001856,True
515.00,0.00000000,0.00987654,0.00388465,0.001839,True
516.00,0.00000000,0.00987654,0.00373220,0.001822,True
517.00,0.00000000,0.00987654,0.00357974,0.001805,True
518.00,0.00000000,0.00987654,0.00344417,0.001788,True
519.00,0.00000000,0.00987654,0.00333522,0.001772,True
520.00,0.00000000,0.00987654,0.00322628,0.001755,True
521.00,0.00000000,0.00987654,0.00311659,0.001739,True
522.00,0.00000000,0.00987654,0.00300631,0.001723,True
523.00,0.00000000,0.00987654,0.00289604,0.001707,True
524.00,0.00000000,0.00987654,0.00279983,0.001691,True
525.00,0.00000000,0.00987654,0.00270921,0.001675,True
526.00,0.00000000,0.00987654,0.00261858,0.001660,True
527.00,0.00000000,0.00987654,0.00254172,0.001645,True
528.00,0.00000000,0.00987654,0.00246672,0.001629,True
529.00,0.00000000,0.00987654,0.00239141,0.001614,True
530.00,0.00000000,0.00987654,0.00230938,0.001599,True
531.00,0.00000000,0.00987654,0.00222735,0.001584,True
532.00,0.00000000,0.00987654,0.00214829,0.001570,True
533.00,0.00000000,0.00987654,0.00208047,0.001555,True
534.00,0.00000000,0.00987654,0.00201265,0.001541,True
535.00,0.00000000,0.00987654,0.00194850,0.001527,True
536.00,0.00000000,0.00987654,0.00189054,0.001512,True
537.00,0.00000000,0.00987654,0.00183258,0.001498,True
538.00,0.00000000,0.00987654,0.00177276,0.001485,True
539.00,0.00000000,0.00987654,0.00171134,0.001471,True
540.00,0.00000000,0.00987654,0.00164992,0.001457,True
541.00,0.00000000,0.00987654,0.00158953,0.001444,True
542.00,0.00000000,0.00987654,0.00152958,0.001430,True
543.00,0.00000000,0.00987654,0.00146962,0.001417,True
544.00,0.00000000,0.00987654,0.00142561,0.001404,True
545.00,0.00000000,0.00987654,0.00138407,0.001391,True
546.00,0.00000000,0.00987654,0.00134232,0.001378,True
547.00,0.00000000,0.00987654,0.00129394,0.001365,True
548.00,0.00000000,0.00987654,0.00124556,0.001353,True
549.00,0.00000000,0.00987654,0.00119225,0.001340,True
550.00,0.00000000,0.00987654,0.00111848,0.001328,True
551.00,0.00000000,0.00987654,0.00104471,0.001315,True
552.00,0.00000000,0.00987654,0.00097583,0.001303,True
553.00,0.00000000,0.00987654,0.00091570,0.001291,True
554.00,0.00000000,0.00987654,0.00085556,0.001279,True
555.00,0.00000000,0.00987654,0.00082609,0.001267,True
556.00,0.00000000,0.00987654,0.00082466,0.001256,True
557.00,0.00000000,0.00987654,0.00082323,0.001244,True
558.00,0.00000000,0.00987654,0.00082278,0.001232,True
559.00,0.00000000,0.00987654,0.00082278,0.001221,True
560.00,0.00000000,0.00987654,0.00082278,0.001210,True
561.00,0.00000000,0.00987654,0.00082278,0.001198,True
562.00,0.00000000,0.00987654,0.00082278,0.001187,True
563.00,0.00000000,0.00987654,0.00082245,0.001176,True
564.00,0.00000000,0.00987654,0.00080043,0.001165,True
565.00,0.00000000,0.00987654,0.00077841,0.001155,True
566.00,0.00000000,0.00987654,0.00076028,0.001144,True
567.00,0.00000000,0.00987654,0.00075998,0.001133,True
568.00,0.00000000,0.00987654,0.00075968,0.001123,True
569.00,0.00000000,0.00987654,0.00075189,0.001112,True
570.00,0.00000000,0.00987654,0.00072975,0.001102,True
571.00,0.00000000,0.00987654,0.00070761,0.001092,True
572.00,0.00000000,0.00987654,0.00069662,0.001082,True
573.00,0.00000000,0.00987654,0.00069644,0.001072,True
574.00,0.00000000,0.00987654,0.00069626,0.001062,True
575.00,0.00000000,0.00987654,0.00066630,0.001052,True
576.00,0.00000000,0.00987654,0.00062179,0.001042,True
577.00,0.00000000,0.00987654,0.00057727,0.001033,True
578.00,0.00000000,0.00987654,0.00055121,0.001023,True
579.00,0.00000000,0.00987654,0.00052877,0.001014,True
580.00,0.00000000,0.00987654,0.00050633,0.001004,True
