Energy (MeV),Livermore,GKVM,Garching
89.0,0.00018330104370557627,0.025886093356781492,2.6043998335089606e-09
89.2,0.00017582778543593386,0.02518204179486301,2.4191404116374275e-09
89.39999999999999,0.00016865549500916696,0.02466134847235201,2.2469907420179595e-09
89.6,0.00016177386167894793,0.023751132223543896,2.0870503947064034e-09
89.80000000000001,0.00015517040620012,0.023719522397849732,1.9384392146255007e-09
90.0,0.0001488337786887451,0.022839924409869115,1.800368551340182e-09
90.2,0.00014275279767105261,0.022136107411427783,1.6720876410969335e-09
90.39999999999999,0.0001369188283480884,0.021952035740368813,1.5529124302012386e-09
90.6,0.00013132060429591657,0.021267973313205856,1.4421919618136512e-09
90.80000000000001,0.00012594926033704162,0.02037549023116769,1.3393347920260927e-09
91.0,0.00012079606263632115,0.019893300052016293,1.24378050197012e-09
91.2,0.00011585142543724912,0.0197304885596438,1.155011297455143e-09
91.39999999999999,0.00011110719955149264,0.01919439340028902,1.0725552456431589e-09
91.6,0.00010655543867719191,0.018531033931243505,9.95961810381237e-10
91.80000000000001,0.00010218929448623418,0.018345932498667842,9.248177309416519e-10
92.0,9.799939449813619e-05,0.01779544149153915,8.587322056923134e-10
92.2,9.398070869521046e-05,0.017093820454155622,7.973523054140132e-10
92.39999999999999,9.012447894216165e-05,0.01709612209727763,7.403362263680632e-10
92.60000000000001,8.64256270550251e-05,0.016215928862434007,6.873859428873496e-10
92.8,8.287756551322175e-05,0.016274470717237192,6.38207081199784e-10
93.0,7.947335396200558e-05,0.01540745485102782,5.925319537649965e-10
93.2,7.620773570342958e-05,0.015430148265093428,5.501125157565116e-10
93.39999999999999,7.307580708349437e-05,0.01474911064307321,5.107185164796713e-10
93.60000000000001,7.00707483240992e-05,0.014466454111130931,4.741336478778961e-10
93.8,6.718852679744328e-05,0.014332569769437737,4.401597736598738e-10
94.0,6.442372556291817e-05,0.013605591335663265,4.086101299822714e-10
94.2,6.177195513240195e-05,0.01344775492566963,3.7931462107277324e-10
94.39999999999999,5.922828265644714e-05,0.013331760111387694,3.5211066156099795e-10
94.60000000000001,5.678851805611575e-05,0.012794374331803447,3.2685067179252505e-10
94.8,5.4448366415133035e-05,0.012282615838183453,3.03394665003731e-10
95.0,5.220387146590363e-05,0.012068918334337217,2.816168294586111e-10
95.2,5.005113132239289e-05,0.011975868514757937,2.613960164173836e-10
95.4,4.798652666935798e-05,0.01172494956036445,2.4262118861159896e-10
95.60000000000001,4.600632031836357e-05,0.011443590158712656,2.251903832766685e-10
95.8,4.4107155144984434e-05,0.011041561021630508,2.090067679587529e-10
96.0,4.228584736986347e-05,0.010765861881306328,1.9398286977939132e-10
96.19999999999999,4.053904625349163e-05,0.010450535891429602,1.800343066254328e-10
96.4,3.8863837073836126e-05,0.010166299935098141,1.670850116656015e-10
96.60000000000001,3.7257358799415986e-05,0.009965992714761035,1.550637070957786e-10
96.8,3.571675515153971e-05,0.009742603949572892,1.439042048210668e-10
97.0,3.4239289489213534e-05,0.009566136556402009,1.3354434783031407e-10
97.19999999999999,3.282252980678131e-05,0.009324173259731052,1.2392876924815293e-10
97.4,3.146384128427116e-05,0.009058772770454339,1.1500229976884365e-10
97.60000000000001,3.0161075447829328e-05,0.008692468550412988,1.0671623293443919e-10
97.8,2.891180043647574e-05,0.008364421223502762,9.902601726046526e-11
98.0,2.7713844330877723e-05,0.008218299505909375,9.188780387811669e-11
98.19999999999999,2.6565161739778604e-05,0.008181779189186786,8.526216954299223e-11
98.4,2.546365737640378e-05,0.007937271758934484,7.911232021234859e-11
98.6,2.4407562147495994e-05,0.007549791974832326,7.340438474003431e-11
98.8,2.339492512622358e-05,0.007449378380445439,6.810718536166467e-11
99.0,2.2423913834577185e-05,0.007381904646569525,6.319093801441552e-11
99.2,2.1493006863629418e-05,0.006973290734498241,5.862818978201202e-11
99.4,2.0600354703562582e-05,0.006928517928855068,5.4393899028085594e-11
99.6,1.9744532764296353e-05,0.00675592729277109,5.0464288432038424e-11
99.8,1.8924062204940523e-05,0.0064579771662006055,4.6817745044674497e-11
100.0,1.810051839258886e-05,0.006457670332076246,4.334537555443009e-11
