Energy (MeV),Livermore,GKVM,Garching
10.4,5.366751080897903,1.2764981622062304,3.4556500908718477
10.6,5.666845064564377,1.3800877488824062,3.6064406758971117
10.8,5.965752392453303,1.487566071363923,3.751464885347017
11.0,6.262460309320999,1.5987028836345836,3.8901493483192566
11.2,6.556130887939712,1.7134175829955502,4.02197610437236
11.4,6.845818982394999,1.8315814960961145,4.146448560344531
11.6,7.130764597226276,1.9528982769401346,4.263261233819833
11.799999999999999,7.410247589983027,2.077367956180848,4.372033421139224
12.0,7.683477089886696,2.2046171310195826,4.472515676360934
12.200000000000001,7.949873413782303,2.334634301825443,4.564544026351067
12.4,8.208777631479538,2.467047431270494,4.647909377491159
12.6,8.459770459096944,2.6018704895825397,4.722629852266194
12.8,8.70216992226051,2.738731039512846,4.788523726332234
13.0,8.938336251205332,2.8783026167521037,4.847180669675357
13.2,9.166671420902846,3.020177080857281,4.897857159651191
13.4,9.386242120844562,3.16386923505302,4.940390264070106
13.6,9.596715035653242,3.3091871808322932,4.9748386132671625
13.799999999999999,9.797830121142308,3.455955472828337,5.001322640296791
14.0,9.989276532658533,3.6040309296655586,5.019962383790334
14.200000000000001,10.170859621222126,3.753151357361557,5.03098507196785
14.4,10.342332581048566,3.903125648045895,5.034527463672941
14.6,10.504035434516382,4.0538581333536285,5.031071090204481
14.8,10.655316294808413,4.20497882482302,5.020578606439571
15.0,10.796738522183999,4.356654442389558,5.003636325982777
15.2,10.927759908566319,4.508370517531241,4.980260128659298
15.4,11.048396754426244,4.659951227945927,4.9507693231782826
15.6,11.15870710307571,4.811341848159666,4.915453765078455
15.8,11.259171971128511,4.962425208847172,4.874818110426958
16.0,11.360671183854741,5.1179327014241105,4.833763075304647
16.2,11.45135024186681,5.272590575446621,4.787330183630611
16.400000000000002,11.533820426884189,5.427288029873336,4.736943971448673
16.6,11.608262837345984,5.582059023231841,4.682852072162748
16.8,11.67481804177817,5.736674886925306,4.625307548001253
17.0,11.73398089180447,5.891316102946255,4.564763803754037
17.2,11.785118115895534,6.04542794674938,4.501113045122599
17.4,11.828250719568542,6.198830384657096,4.434607056031937
17.6,11.86345885336081,6.351405980959325,4.365459232495274
17.8,11.90248439032569,6.509348943948946,4.298117841135801
18.0,11.931597802209334,6.665149009930994,4.2276145834532
18.2,11.954529167342056,6.820669008776769,4.155515725820254
18.4,11.971234846360455,6.97576886033244,4.0819509666537295
18.599999999999998,11.981788617363943,7.130215114222288,4.00704639745154
18.8,11.986057365175473,7.283828184143264,3.930917352467813
19.0,11.983988333669728,7.436350724479022,3.853685458551503
19.2,11.975688042766146,7.587664106140928,3.7754793746399735
19.400000000000002,11.960993751717657,7.737462284501866,3.6964334553500486
19.599999999999998,11.940129299201264,7.885648168163177,3.6166805170303555
19.8,11.913075394762158,8.032007533745421,3.5363602264047995
20.0,11.881488521418571,8.17740791361086,3.4560391420682874
20.2,11.843583068536805,8.320550975084362,3.3753046085273137
20.400000000000002,11.799996562496812,8.461444147878415,3.294436336255499
20.6,11.751624958593034,8.600699597509573,3.2137478019614845
20.8,11.697613494476498,8.737428444789485,3.1331154862345287
21.0,11.638414611593419,8.871569094174887,3.052716352075175
21.2,11.574091753832231,9.003208146838432,2.972642752849632
21.4,11.50481981295675,9.132103143751653,2.8930056269022835
21.6,11.43072782690136,9.257959061149087,2.813888777208013
21.8,11.352054612944908,9.381081029576404,2.7354124725777607
22.0,11.268875733422403,9.501077250203684,2.6576463595785995
22.2,11.181402393770668,9.617728768617727,2.580682774685807
22.4,11.090908690567415,9.73232688527867,2.504837336482845
22.599999999999998,10.996718181091635,9.843819339697854,2.4299817525329863
22.8,10.899043073656498,9.952039268656224,2.3561904232235373
23.0,10.797929919954512,10.057041833880316,2.2834935547457196
23.2,10.693644037614641,10.159016764640484,2.211965941186574
23.400000000000002,10.586504453987242,10.257570047984366,2.141692047721391
23.599999999999998,10.476546646535791,10.352647621000127,2.072667713249669
23.8,10.36394287164116,10.444720850227503,2.0049332406155114
24.0,10.248715043024482,10.53314495823091,1.9385074051546207
24.2,10.131210961572666,10.61781328656361,1.873440665916271
24.400000000000002,10.011338261386951,10.698948675601619,1.8097154442166214
24.6,9.889477001232827,10.776758082821358,1.7473923073680808
24.8,9.765627950425236,10.850726668154623,1.68646322496317
25.0,9.640025778235723,10.920709209208306,1.6269485174779181
25.2,9.51273347535495,10.986921407137375,1.5688532906028254
25.4,9.383987901269158,11.049825590568085,1.5121898223621582
25.6,9.253920644642093,11.108765554102884,1.456963190867544
25.8,9.122623785275612,11.163167267442146,1.4031642095327683
26.0,8.990293963253768,11.213916410299333,1.3508026590562865
26.200000000000003,8.857033310651927,11.261110810094486,1.2998635205801254
26.4,8.722958464224705,11.303992596115819,1.250342903873535
26.599999999999998,8.588250063968978,11.34235239769022,1.202240404422251
26.8,8.453053663947719,11.37662610714915,1.1555384386415277
27.0,8.317413439006607,11.406771353938266,1.1102187248122932
27.2,8.181552052112636,11.432894986029963,1.0662828221265332
27.400000000000002,8.045513630187523,11.454489577823269,1.023696018583727
27.599999999999998,7.909440176582051,11.467156928984927,0.9824486988863255
27.799999999999997,7.773437439911403,11.526020229398839,0.9425230375692972
28.0,7.6376777324375675,11.529896827323991,0.9038944761607827
28.2,7.502201666719934,11.534340058261808,0.8665505259700877
28.400000000000002,7.36707420339458,11.53346131558459,0.8304553792382987
28.6,7.23249561499973,11.52722260283781,0.7955967211753437
28.8,7.098465238919032,11.516634763877379,0.7619394511265526
29.0,6.965038426042957,11.502396467609572,0.7294616368522493
29.2,6.832481155712589,11.484204033197104,0.6981451442210269
29.4,6.700671167614854,11.46147932823151,0.6679533265336671
29.6,6.569815809851547,11.434201288059285,0.6388662224543766
29.8,6.439902944462911,11.402844774051232,0.6108559219637733
30.0,6.311084512779141,11.367879345562251,0.58388977776956
30.200000000000003,6.183337993801344,11.329342492138128,0.5579473754466935
30.4,6.056766399777857,11.287511024112334,0.5329904052808122
30.599999999999998,5.931384223813853,11.242139822080679,0.5090033862824387
30.8,5.807267617962041,11.193023358327885,0.4859530484481952
31.0,5.684544886016214,11.140063792774749,0.46381327303278536
31.2,5.563144369562106,11.083824782628245,0.44255496177787806
31.4,5.443142299500868,11.025304473888156,0.4221531125244986
31.6,5.324569963658115,10.964553227748494,0.40257971806892984
31.8,5.2074992905945034,10.900790471110952,0.3838096542070903
32.0,5.091940314155417,10.833510578687289,0.3658156927778687
32.2,4.977922017458764,10.762970791927122,0.3485732447664836
32.4,4.865456401727312,10.690054670316202,0.3320552436005136
32.599999999999994,4.754593912465056,10.615215302744234,0.3162388884323455
32.800000000000004,4.645335429157761,10.538493540486087,0.30109877834142307
33.0,4.537701846500735,10.460030452827727,0.2866107819794037
33.2,4.4317104345837945,10.379246447760115,0.2727524976924759
33.4,4.3273852039001195,10.296089074062674,0.2595003279001523
33.6,4.224707395390072,10.210469309119569,0.24683152510230832
33.8,4.12372693055902,10.123035454313491,0.23472604189536228
34.0,4.024415798656874,10.033955597908028,0.22316059263126453
34.2,3.9267853145631992,9.94373874174981,0.21211508469878196
34.4,3.830862595653414,9.852765225095053,0.20157046743643264
34.6,3.736615098494549,9.760901634914894,0.19150633617033866
34.8,3.6440743251774617,9.667602692563987,0.18190411454139682
35.0,3.5532163032225905,9.572395273869315,0.17274458156099964
35.2,3.464033711388336,9.475342650554797,0.16401040997059518
35.4,3.3765399119375274,9.376928732936271,0.15568458068068197
35.6,3.290719794884359,9.277721175620233,0.14774967597219293
35.8,3.206558517043764,9.177768883455292,0.14018934037748051
36.0,3.1240466511789866,9.077071822804264,0.13298809779892612
36.2,3.0431957115874573,8.975527539868397,0.12613083582378254
36.4,2.963971770792677,8.873016301825382,0.11960315709711299
36.6,2.8863546278572128,8.769532918059873,0.11338937577537216
36.8,2.8103544545931642,8.66483318514798,0.10747791912827791
37.0,2.7359501271202538,8.558631122644977,0.1018544035758627
37.199999999999996,2.663129158899846,8.450912624056311,0.09650699935635611
37.400000000000006,2.5918570865391453,8.341536200282247,0.09142213614828533
37.6,2.5221375796740775,8.230571360736953,0.08658915158824282
37.8,2.4539387761512463,8.11814299686661,0.08199615943834966
38.0,2.387249384004149,8.004634155340932,0.07763243707436385
38.199999999999996,2.3220597212214935,7.890124513534208,0.0734874999437346
38.4,2.2583349357925027,7.774594288116447,0.06955127600261247
38.6,2.1960613500243635,7.657651365822391,0.06581405817005177
38.800000000000004,2.135218138322673,7.5390531863684265,0.06226677292906272
39.0,2.075792865563043,7.418700971161747,0.05890035541790064
39.199999999999996,2.0177499455036942,7.296630762499247,0.05570624999277754
39.4,1.9610897007179842,7.172939197062732,0.05267661877713657
39.6,1.9057673241439472,7.047401160439804,0.049803169653548224
39.800000000000004,1.8517877439003052,6.919984157537386,0.047078703621193145
40.0,1.7991023798096075,6.790618138648553,0.04449595200380384
40.2,1.7477117112017295,6.659597307623373,0.0420480984446877
40.4,1.6975777469570752,6.5273986817048675,0.03972840447640245
40.599999999999994,1.648685150816483,6.394525695659149,0.03753073496937761
40.800000000000004,1.6010053396552002,6.261381883099875,0.03544906668867769
41.0,1.554535241530271,6.1283989524172835,0.033477618971025976
41.2,1.50923376504073,5.995546721707665,0.031611086655974154
41.4,1.4650889539580323,5.8627651777317284,0.02984388550657058
41.6,1.4220710019213396,5.729836620779417,0.02817128698182549
41.8,1.3801619306334465,5.5964510128750184,0.02658856574713222
42.0,1.339337259657144,5.462532971280771,0.02509099140711551
42.2,1.299592690106066,5.328206863787835,0.023674266552732103
42.4,1.2608819692427125,5.193888694001195,0.022334416687202988
42.6,1.2231889517251382,5.060278246930594,0.021067306898380427
42.8,1.1865003824122835,4.927951478785282,0.019869266741959348
43.0,1.150794797840226,4.797440180784891,0.01873665091453617
43.2,1.1160480556760934,4.66922912347103,0.017666297367821458
43.4,1.0822374713321448,4.543323558747442,0.01665470015021191
43.6,1.0493463695288767,4.420047473206659,0.01569902096715451
43.8,1.0173547364293618,4.299444242268693,0.014796016511061326
44.0,0.9862394976324912,4.181416242163145,0.013943278843681364
44.2,0.9559828579539319,4.066069816612081,0.01313781717809645
44.4,0.9264994977453024,3.9528069366861236,0.012376447119587986
44.6,0.8977598639663087,3.841582281777543,0.01165667170000105
44.8,0.8698023264767681,3.732480152203268,0.010977003662259262
45.0,0.8425479456146848,3.6252627744679606,0.010334573608192746
45.199999999999996,0.8160750041602959,3.520493514455247,0.009728561513259654
45.400000000000006,0.7903592813446025,3.4182729194227575,0.009156932446644145
45.6,0.7653839473324741,3.318859090937343,0.008617826295382828
45.8,0.7411283435598244,3.2224056088940944,0.008109452418672404
46.0,0.7175600720130155,3.1290262298727867,0.0076299490814595635
46.199999999999996,0.6946765660754459,3.0389182262099443,0.0071778937817916525
46.4,0.6724650867143909,2.952179786003021,0.006751842325747095
46.6,0.6506789017546957,2.8677781161931657,0.006348117276700234
46.800000000000004,0.6295082826565196,2.786496471847313,0.005967502844561922
47.0,0.6089578114788725,2.708161466990077,0.005608895780279832
47.199999999999996,0.5890351309570716,2.632655625836113,0.00527129007986439
47.4,0.5696961147571378,2.5596998717918735,0.004953272458602379
47.6,0.5509505180747538,2.489097356005758,0.004653941870012623
47.800000000000004,0.5327791987408294,2.4207556648720634,0.004372243357495737
48.0,0.5151661773297326,2.3545737921664407,0.0041071410084695765
48.2,0.49809540289883864,2.2905524774548276,0.003857686023352378
48.4,0.4815436536673437,2.2286548101126984,0.0036229375842140137
48.599999999999994,0.4655114155840499,2.1688530539308757,0.0034021361438365196
48.800000000000004,0.4499796859041864,2.111151545845528,0.003194478460281847
49.0,0.434916329810614,2.0554189227790567,0.002999080081720344
49.2,0.4203288541100662,2.0017553283790575,0.0028153333539966924
49.4,0.4062030234052211,1.950116781521103,0.0026426123469331132
49.6,0.3925267981883816,1.9004911902343402,0.002480264445123807
49.8,0.37928183136498034,1.8528186523364598,0.0023276477585780176
50.0,0.36645760813214884,1.8069988577662295,0.002184201751474788
50.2,0.3540222995758097,1.7628824324158854,0.0020492919299529085
50.4,0.34198366724106866,1.7204187286147425,0.0019225069991429596
50.6,0.3303381862223118,1.6795220573907979,0.0018034481396826095
50.8,0.3190665841673136,1.6399905620933855,0.0016915924898490804
51.0,0.3081650562946215,1.6017227760123414,0.0015865542123522697
51.2,0.2976151545800317,1.564595163912976,0.001487897908151814
51.4,0.28741036389886554,1.5285227819592506,0.0013952612528736667
51.6,0.27753847181936503,1.4934548441882511,0.0013082829468843169
51.8,0.2679881464806119,1.4593347360364577,0.001226615028670265
52.0,0.25875465849453816,1.4261876578491548,0.0011499608198421234
52.2,0.24982305479460926,1.3940022656668882,0.001077998918933459
52.400000000000006,0.24118684593614725,1.3628421248155567,0.0010104690692285749
52.6,0.23283642022042017,1.3326971260735416,0.0009470866041945672
52.8,0.224761777529644,1.3036034437727269,0.0008876067388278668
53.0,0.2169524797754307,1.2755527162155373,0.0008317922209009864
53.199999999999996,0.20940547396377346,1.2485380258608352,0.0007794333312161802
53.400000000000006,0.2021085770864078,1.2224593958363539,0.0007303053171416157
53.6,0.1950571784004856,1.197257156309536,0.0006842280141221267
53.8,0.18822629997665644,1.1727125019920317,0.0006409583904109781
54.0,0.18162388659768125,1.1488064591249163,0.0006003738888740687
54.199999999999996,0.17524440069874425,1.1254558215039727,0.0005623183077786676
54.4,0.16907891526961,1.102566366132353,0.0005266317446507614
54.6,0.16312329113543175,1.0801128570925485,0.0004931783314534216
54.800000000000004,0.15736852041024843,1.0580816710718628,0.0004618126569551018
55.0,0.1518082320992894,1.036465181761137,0.000432408269143233
55.199999999999996,0.1464370139760348,1.0153098746273979,0.00040484533233082966
55.4,0.141248131981141,0.9946588544560048,0.0003790106781909685
55.599999999999994,0.13623548683775455,0.9745479375236762,0.00035479923414353143
55.800000000000004,0.1313933361486933,0.9549798101574123,0.00033210593469752697
56.0,0.1267172622865226,0.9359952882768785,0.0003108452135119982
56.2,0.12220104574858308,0.9175527828858829,0.0002909225157755546
56.4,0.11784053842447233,0.8996724426395456,0.0002722562437019912
56.599999999999994,0.11361605482681594,0.8821936069251309,0.0002547422036001708
56.800000000000004,0.10952338001029722,0.8650687084603724,0.00023830523591324154
57.0,0.1055729845249947,0.8483778970230419,0.00022291366243979465
57.2,0.10176078997989958,0.8320565800872137,0.00020850345197169937
57.4,0.09808172836358264,0.8160717857436816,0.00019501137232500365
57.6,0.09452970657866659,0.80036889585005,0.00018237729807138662
57.8,0.09110155358813839,0.7849378776821674,0.00017054928022421293
58.0,0.08779349429626479,0.7697567656344416,0.0001594774894458046
58.2,0.08460221086685146,0.7548204587002594,0.00014911577153210143
58.4,0.08150889650619197,0.740006511182256,0.0001393936247087122
58.6,0.0785185352683894,0.7253941480888275,0.0001302860088211128
58.8,0.07563405298081088,0.7110476916367656,0.00012176488454388343
59.0,0.07285283329264954,0.6970096196215547,0.00011379440252916759
59.2,0.070170726833013,0.6832770317403021,0.00010633913816727772
59.4,0.06758522853230295,0.6698594054866086,9.93671540714519e-05
59.6,0.06509206717344919,0.6567333848817754,9.284609892586942e-05
59.8,0.06268858523083808,0.6439177710500156,8.67487338091371e-05
60.0,0.06037112904982134,0.6313634850974174,8.104633601846496e-05
60.199999999999996,0.05813752832854462,0.6191079053862043,7.571483853029545e-05
60.400000000000006,0.05598393370543619,0.6070753417419892,7.0729475224647e-05
60.6,0.0539067290475839,0.5952717838079157,6.606708017290966e-05
60.8,0.051903964125313964,0.583676270663207,6.170770030391036e-05
61.0,0.04997342309817356,0.5722742174419011,5.763234242149824e-05
61.199999999999996,0.048112419635545564,0.5610784939114355,5.3822597965481696e-05
61.400000000000006,0.04631819360574602,0.5500732928739859,5.026129254384238e-05
61.6,0.04458929855018474,0.5392606712614373,4.693298687901885e-05
61.800000000000004,0.04292357885886133,0.5286714881157288,4.3822776311277945e-05
62.0,0.0413181793479203,0.5182948682097575,4.091675527758873e-05
62.199999999999996,0.039771660472478716,0.5081286584924803,3.820114813763926e-05
62.4,0.038281672422052146,0.49817987535495534,3.566365200458167e-05
62.6,0.036845938673622944,0.488452407780102,3.329292749976817e-05
62.8,0.035462773881298836,0.4789344837300893,3.107824356759793e-05
63.0,0.03413042002840255,0.46961702053228366,2.9009351961981982e-05
63.2,0.032844034648057324,0.4603631386832505,2.7074314098891663e-05
63.4,0.0316049247181105,0.4519650246094793,2.5267089372136953e-05
63.6,0.030411634959615057,0.4439715425300228,2.3579320949239823e-05
63.8,0.029262424568004566,0.4349345343630935,2.2003216173231153e-05
64.0,0.028155588034969387,0.4232910969117709,2.05313270438563e-05
64.19999999999999,0.027089269284930457,0.4154929321250619,1.915664538548735e-05
64.4,0.02606237445438747,0.4050591501832756,1.7873018836188268e-05
64.60000000000001,0.025073593721704243,0.3998955932191103,1.667462377691333e-05
64.8,0.024121439723485568,0.3961018172747256,1.555577988591414e-05
65.0,0.023204873386320993,0.39354240778221805,1.4511357834249447e-05
65.19999999999999,0.02232216067214342,0.3726548136066251,1.3536322228250332e-05
65.4,0.021472473589733348,0.37549153354158843,1.2626228010082048e-05
65.60000000000001,0.020654395602222476,0.36614342327035604,1.1776755557319877e-05
65.8,0.01986688904679196,0.36986583586728483,1.0983906993533509e-05
66.0,0.019108822697348905,0.34952338851905823,1.0243969005997004e-05
66.19999999999999,0.01837912818159136,0.34146634874898174,9.553425889227942e-06
66.4,0.017676676428557237,0.3379610194950865,8.908992073771944e-06
66.60000000000001,0.01700064936909202,0.33012634531035717,8.307705380954968e-06
66.8,0.016349897126369407,0.32196203846847105,7.746608315267047e-06
67.0,0.01572349640363437,0.31524292351638433,7.223038908092742e-06
67.2,0.01512074953440486,0.3113307703101223,6.734607417631666e-06
67.4,0.014540607927032457,0.3014674612409716,6.2788824934293975e-06
67.6,0.013982336250250466,0.3041403836227156,5.853759198094743e-06
67.8,0.013445090252154405,0.29088989217758016,5.457177451953185e-06
68.0,0.012928143193246273,0.2860922334442198,5.087236020240305e-06
68.2,0.012430644506511561,0.2776330050740228,4.742138514028245e-06
68.4,0.011951955062848936,0.2723082724973665,4.420271565030587e-06
68.6,0.011491344404043114,0.2609863713505652,4.120058357910044e-06
68.8,0.011048154447162964,0.26491180001583015,3.840082981703143e-06
69.0,0.010621727946590057,0.25821544268034236,3.5789448741838846e-06
69.2,0.010211481455964243,0.2510804417250192,3.335446916674386e-06
69.4,0.009816796833074322,0.24867975707594656,3.1083754134776248e-06
69.6,0.00943706612813752,0.23967683275682727,2.896626671675135e-06
69.8,0.009071822572419308,0.23823751665011225,2.6992059878882235e-06
70.0,0.008720362704438059,0.2323415429980678,2.5151165016543066e-06
70.2,0.008382336342119764,0.22675448236409407,2.3434849057034086e-06
70.4,0.008057170986741748,0.22093161294292077,2.1834757135652507e-06
70.6,0.007744399144380718,0.2127486960902798,2.0343036942957816e-06
70.8,0.007443572435171911,0.21421332046700198,1.8952493472094099e-06
71.0,0.0071542281150879326,0.20754832336568632,1.7656259617442825e-06
71.2,0.006875938315169915,0.20335252734708936,1.6448008904854907e-06
71.4,0.006608285668494193,0.1984965547828643,1.5321803389910918e-06
71.6,0.006350927203099059,0.19576062317201912,1.4272186378457052e-06
71.8,0.006103358269717147,0.18854139222318833,1.329386003933413e-06
72.0,0.00586532228173888,0.18523848030117984,1.238212682297284e-06
72.2,0.005636415664571101,0.18269858491821123,1.1532454191531037e-06
72.4,0.005416274196594082,0.18108525190381627,1.0740669980403107e-06
72.6,0.005204620756601651,0.1746409635973928,1.0002889736477205e-06
72.8,0.0050010630739029185,0.17062333711800484,9.315378588485996e-07
73.0,0.004805369790137989,0.16815566049235722,8.674811727753215e-07
73.2,0.004617234913631205,0.1644903820612088,8.077982593686834e-07
73.4,0.004436324279756865,0.16092280174948878,7.521910089409499e-07
73.6,0.004262406601028261,0.15656905996261536,7.003817619644169e-07
73.80000000000001,0.004095200405757754,0.1524725160326257,6.521207337383107e-07
74.0,0.003934447421968186,0.15011300604740327,6.071620151079894e-07
74.2,0.0037799114568225164,0.1460610496425031,5.652805815410492e-07
74.39999999999999,0.003631361673192525,0.144040727168137,5.262689387586184e-07
74.6,0.0034885645795602396,0.14030623792516653,4.899362982084076e-07
74.80000000000001,0.0033513064205370974,0.13739225249968443,4.5609128395332145e-07
75.0,0.003219362928553933,0.13434250322212124,4.2456814284479395e-07
75.2,0.0030925395750737903,0.12887778605740793,3.9521040310860994e-07
75.39999999999999,0.0029706322543843074,0.1289763987356998,3.678685194526738e-07
75.6,0.0028534649292670513,0.12599263036787361,3.4240638999652435e-07
75.80000000000001,0.0027408567304678506,0.12230826635225082,3.186954778768448e-07
76.0,0.002632620318023407,0.12084145979576985,2.966147563537508e-07
76.2,0.0025286032451234544,0.11781826777844945,2.760551321095248e-07
76.39999999999999,0.0024286415615109975,0.11489912423728796,2.569112427037535e-07
76.6,0.0023325805837019673,0.11290052912140383,2.3908722420382317e-07
76.8,0.0022402572113569687,0.10899498955879201,2.2249145012679739e-07
77.0,0.0021515537372451313,0.10723838935419157,2.0704114016222686e-07
77.2,0.002066296666974447,0.10441199129657036,1.9265626688488305e-07
77.39999999999999,0.001984386276078125,0.10147391179310757,1.792653251539204e-07
77.60000000000001,0.001905669553852867,0.10076966170398666,1.6679886782374712e-07
77.8,0.0018300369698693675,0.09818692941604235,1.5519465095098364e-07
78.0,0.0017573726110426614,0.09305918359440324,1.4439298682472924e-07
78.2,0.001687552343920632,0.09347458898557609,1.3433856974769657e-07
78.39999999999999,0.0016204672025818777,0.09197162562471779,1.2497966760447316e-07
78.60000000000001,0.00155601770523561,0.08883734294263046,1.1626920647262539e-07
78.8,0.001494089410007717,0.08760557375155403,1.08161979166839e-07
79.0,0.0014346063919145678,0.08531193535341228,1.0061738021686211e-07
79.2,0.0013774533727820824,0.08341441497322571,9.359521882296597e-08
79.39999999999999,0.001322553518645029,0.08178404914499642,8.706104172148873e-08
79.60000000000001,0.0012698075379073835,0.08026719572314707,8.097987257247292e-08
79.8,0.0012191477431871967,0.07792215826654224,7.532137093074235e-08
80.0,0.0011704810207913124,0.07557883216135149,7.005584841335767e-08
80.19999999999999,0.0011237265373114037,0.07500438729248173,6.515610159338853e-08
80.4,0.001078816733711271,0.0727274030185868,6.0597367671169e-08
80.60000000000001,0.0010356804927374361,0.07098792407914686,5.63555143561539e-08
80.8,0.0009942510034555208,0.06918720856669199,5.240924249663883e-08
81.0,0.0009544563447376033,0.06801347130156032,4.8737310514757494e-08
81.19999999999999,0.0009162349003155813,0.06595775449639768,4.532150775270088e-08
81.4,0.0008795250184938053,0.0652912068402581,4.214383854924258e-08
81.60000000000001,0.000844268732059931,0.06295846115214584,3.918775029046566e-08
81.8,0.0008104091474607436,0.06127653859024939,3.643783987343002e-08
82.0,0.0007778936202427434,0.0602433230447496,3.38799022207571e-08
82.19999999999999,0.0007466625467445866,0.05861066154924295,3.150055582426422e-08
82.4,0.0007166763832012888,0.05738691953575255,2.92873691164286e-08
82.60000000000001,0.0006878752724067106,0.056343673436242164,2.7228918249665544e-08
82.8,0.0006602253478291439,0.054177891021517106,2.5314448304781507e-08
83.0,0.0006336675984727251,0.05332827907770393,2.3533817513470028e-08
83.2,0.0006081681473348155,0.05226523449881602,2.187776130098298e-08
83.4,0.0005836823882904102,0.05064800691845261,2.033764834113426e-08
83.6,0.0005601754215060606,0.04995069332665234,1.8905469770156962e-08
83.8,0.0005376020729272704,0.048200728263479466,1.7573554910361818e-08
84.0,0.0005159268525037532,0.0475917932052769,1.633499397777762e-08
84.2,0.0004951181787012183,0.046579315485367555,1.5183382886963652e-08
84.4,0.00047513869007911614,0.0447667795886826,1.4112475041412936e-08
84.6,0.0004559567442487881,0.04445812958716812,1.3116784249693147e-08
84.8,0.000437540301414523,0.04354521190862578,1.219089734036881e-08
85.0,0.0004198612931655878,0.04182694679908803,1.1330152145486205e-08
85.2,0.00040288771829680175,0.04058290491722769,1.0529859611577657e-08
85.4,0.00038659262087857094,0.03999829202622941,9.78577744918951e-09
85.6,0.0003709512118832677,0.039380650282793694,9.094035286350011e-09
85.8,0.0003559350173659288,0.03866777438036795,8.450967944420132e-09
86.0,0.00034152081481513675,0.037847687762883074,7.853155921167875e-09
86.2,0.00032768378011208626,0.03684797143773392,7.2974093803729245e-09
86.4,0.0003144011730103475,0.03604463278229279,6.780875999148923e-09
86.6,0.0003016521973787928,0.03498057845601265,6.300674359530431e-09
86.8,0.0002894149327381014,0.033862608540252796,5.854326463685396e-09
87.0,0.0002776691409365403,0.03280641293563701,5.439454046368501e-09
87.2,0.00026639460640992676,0.03234947066926804,5.053845384698138e-09
87.4,0.0002555740004873088,0.031685283545917355,4.695454730483719e-09
87.6,0.0002451882295239471,0.031179644823057358,4.362351874975608e-09
87.8,0.0002352198782150563,0.029950226657382593,4.052778572184983e-09
88.0,0.00022565342152453208,0.02909562380869325,3.765072804330058e-09
88.2,0.00021647232874765748,0.02902419174408704,3.4977057230596e-09
88.4,0.00020766033434199859,0.027585579909039523,3.2492382713744815e-09
88.6,0.00019920457366888442,0.027362713316464,3.0183408508551373e-09
88.8,0.00019108874964649986,0.026500770043936334,2.803769558365494e-09
