Wavelength (nm),PTP Emission (A.U.),G2P Emission (A.U.),PTP Excitation (A.U.),PTP Emission - alt source (A.U.),G2P Attenuation Length 80mg/Kg (m),G2P Absorption Coefficient 80mg/Kg (1/m),G2P Absorption Coefficient 80mg/Kg (1/cm),G2P Extrapolation (measured/flat/trend),G2P Transmittance @3.8mm,G2P Absorbance(OD) @3.8mm,G2P Fraction Absorbed @3.8mm
385.00,0.00714711,0.00000000,0.00895780,0.14028148,1.430818e-03,6.989009e+02,6.989009e+00,measured,0.070241,1.153409,0.929759
386.00,0.00673145,0.00000000,0.00938232,0.13215320,1.488917e-03,6.716291e+02,6.716291e+00,measured,0.077911,1.108402,0.922089
387.00,0.00631580,0.00000000,0.00980683,0.12402491,1.533524e-03,6.520928e+02,6.520928e+00,measured,0.083915,1.076161,0.916085
388.00,0.00599672,0.00000000,0.00997357,0.11699728,1.549375e-03,6.454215e+02,6.454215e+00,measured,0.086069,1.065151,0.913931
389.00,0.00569662,0.00000000,0.01008967,0.11018589,1.565970e-03,6.385818e+02,6.385818e+00,measured,0.088336,1.053864,0.911664
390.00,0.00539652,0.00000000,0.01020576,0.10337449,1.588986e-03,6.293322e+02,6.293322e+00,measured,0.091496,1.038599,0.908504
391.00,0.00515783,0.00000000,0.01008967,0.09830449,1.612288e-03,6.202366e+02,6.202366e+00,measured,0.094713,1.023588,0.905287
392.00,0.00491915,0.00000000,0.00997357,0.09323449,1.612288e-03,6.202366e+02,6.202366e+00,measured,0.094713,1.023588,0.905287
393.00,0.00468651,0.00000000,0.00984496,0.08816450,1.612288e-03,6.202366e+02,6.202366e+00,measured,0.094713,1.023588,0.905287
394.00,0.00448472,0.00000000,0.00965263,0.08309450,1.612288e-03,6.202366e+02,6.202366e+00,measured,0.094713,1.023588,0.905287
395.00,0.00428292,0.00000000,0.00946029,0.07802451,1.612288e-03,6.202366e+02,6.202366e+00,measured,0.094713,1.023588,0.905287
396.00,0.00408308,0.00003040,0.00928048,0.07295457,1.612288e-03,6.202366e+02,6.202366e+00,measured,0.094713,1.023588,0.905287
397.00,0.00388724,0.00012295,0.00912627,0.06788475,1.677755e-03,5.960346e+02,5.960346e+00,measured,0.103837,0.983647,0.896163
398.00,0.00369140,0.00021551,0.00897206,0.06281493,1.677755e-03,5.960346e+02,5.960346e+00,measured,0.103837,0.983647,0.896163
399.00,0.00350021,0.00032207,0.00906447,0.05774503,1.745881e-03,5.727767e+02,5.727767e+00,measured,0.113432,0.945264,0.886568
400.00,0.00331383,0.00044308,0.00941102,0.05267503,1.851067e-03,5.402290e+02,5.402290e+00,measured,0.128366,0.891550,0.871634
401.00,0.00312744,0.00056408,0.00975757,0.04760503,1.988252e-03,5.029544e+02,5.029544e+00,measured,0.147899,0.830035,0.852101
402.00,0.00295433,0.00078108,0.00987654,0.04253503,2.357690e-03,4.241440e+02,4.241440e+00,measured,0.199539,0.699973,0.800461
403.00,0.00278816,0.00104825,0.00987654,0.03746504,2.837504e-03,3.524224e+02,3.524224e+00,measured,0.262054,0.581609,0.737946
404.00,0.00262200,0.00131543,0.00987654,0.03239505,3.414964e-03,2.928289e+02,2.928289e+00,measured,0.328654,0.483261,0.671346
405.00,0.00246667,0.00217343,0.00921228,0.02951982,4.109944e-03,2.433123e+02,2.433123e+00,measured,0.396695,0.401543,0.603305
406.00,0.00231370,0.00316033,0.00840309,0.02712344,4.946359e-03,2.021689e+02,2.021689e+00,measured,0.463828,0.333643,0.536172
407.00,0.00216073,0.00414724,0.00759390,0.02472707,5.952992e-03,1.679828e+02,1.679828e+00,measured,0.528171,0.277225,0.471829
408.00,0.00202808,0.00581486,0.00666352,0.02297590,7.164486e-03,1.395774e+02,1.395774e+00,measured,0.588373,0.230347,0.411627
409.00,0.00189574,0.00749279,0.00573130,0.02123450,8.622531e-03,1.159752e+02,1.159752e+00,measured,0.643582,0.191396,0.356418
410.00,0.00176956,0.00907616,0.00503140,0.01947060,1.037730e-02,9.636418e+01,9.636418e-01,measured,0.693375,0.159032,0.306625
411.00,0.00167847,0.01012079,0.00565516,0.01757851,1.248919e-02,8.006924e+01,8.006924e-01,measured,0.737667,0.132140,0.262333
412.00,0.00158738,0.01116543,0.00627892,0.01568643,1.503086e-02,6.652979e+01,6.652979e-01,measured,0.776613,0.109795,0.223387
413.00,0.00150000,0.01208883,0.00691030,0.01311617,1.808980e-02,5.527977e+01,5.527977e-01,measured,0.810533,0.091229,0.189467
414.00,0.00142075,0.01274666,0.00755834,0.00906018,2.177125e-02,4.593214e+01,4.593214e-01,measured,0.839841,0.075803,0.160159
415.00,0.00134149,0.01340449,0.00820639,0.00500418,2.620192e-02,3.816514e+01,3.816514e-01,measured,0.864998,0.062985,0.135002
416.00,0.00127623,0.01399956,0.00975151,0.00239939,3.153427e-02,3.171153e+01,3.171153e-01,measured,0.886474,0.052334,0.113526
417.00,0.00122627,0.01452599,0.01227784,0.00138192,3.795181e-02,2.634920e+01,2.634920e-01,measured,0.904723,0.043485,0.095277
418.00,0.00117631,0.01505242,0.01480418,0.00036446,4.567539e-02,2.189363e+01,2.189363e-01,measured,0.920171,0.036131,0.079829
419.00,0.00112971,0.01556733,0.01540329,0.00000000,5.497079e-02,1.819148e+01,1.819148e-01,measured,0.933208,0.030022,0.066792
420.00,0.00108497,0.01607580,0.01492679,0.00000000,6.615790e-02,1.511535e+01,1.511535e-01,measured,0.944180,0.024945,0.055820
421.00,0.00104023,0.01658428,0.01445028,0.00000000,7.962170e-02,1.255939e+01,1.255939e-01,measured,0.953395,0.020727,0.046605
422.00,0.00099548,0.01720020,0.01308420,0.00000000,1.016212e-01,9.840466e+00,9.840466e-02,measured,0.963297,0.016240,0.036703
423.00,0.00095072,0.01784199,0.01150399,0.00000000,1.249442e-01,8.003573e+00,8.003573e-02,measured,0.970044,0.013208,0.029956
424.00,0.00090597,0.01848378,0.00992379,0.00000000,1.549960e-01,6.451779e+00,6.451779e-02,measured,0.975781,0.010647,0.024219
425.00,0.00086121,0.01911108,0.00987654,0.00000000,1.829435e-01,5.466169e+00,5.466169e-02,measured,0.979443,0.009021,0.020557
426.00,0.00081646,0.01973793,0.00987654,0.00000000,2.167224e-01,4.614198e+00,4.614198e-02,measured,0.982619,0.007615,0.017381
427.00,0.00077425,0.02035359,0.00968316,0.00000000,2.516091e-01,3.974419e+00,3.974419e-02,measured,0.985011,0.006559,0.014989
428.00,0.00074852,0.02089704,0.00824326,0.00000000,2.893811e-01,3.455651e+00,3.455651e-02,measured,0.986954,0.005703,0.013046
429.00,0.00072278,0.02144049,0.00680335,0.00000000,3.211623e-01,3.113690e+00,3.113690e-02,measured,0.988238,0.005139,0.011762
430.00,0.00069235,0.02188415,0.00570326,0.00000000,3.616361e-01,2.765211e+00,2.765211e-02,measured,0.989547,0.004563,0.010453
431.00,0.00065087,0.02209332,0.00540176,0.00000000,4.087888e-01,2.446251e+00,2.446251e-02,measured,0.990747,0.004037,0.009253
432.00,0.00060939,0.02230248,0.00510027,0.00000000,4.540239e-01,2.202527e+00,2.202527e-02,measured,0.991665,0.003635,0.008335
433.00,0.00057532,0.02236171,0.00574402,0.00000000,5.028457e-01,1.988682e+00,1.988682e-02,measured,0.992471,0.003282,0.007529
434.00,0.00054987,0.02224685,0.00748542,0.00000000,5.569175e-01,1.795598e+00,1.795598e-02,measured,0.993200,0.002963,0.006800
435.00,0.00052443,0.02213199,0.00922682,0.00000000,5.937969e-01,1.684078e+00,1.684078e-02,measured,0.993621,0.002779,0.006379
436.00,0.00050090,0.02179145,0.00987654,0.00000000,6.435376e-01,1.553911e+00,1.553911e-02,measured,0.994113,0.002564,0.005887
437.00,0.00047853,0.02131659,0.00987654,0.00000000,6.981087e-01,1.432442e+00,1.432442e-02,measured,0.994572,0.002364,0.005428
438.00,0.00045616,0.02084174,0.00987654,0.00000000,7.494524e-01,1.334308e+00,1.334308e-02,measured,0.994942,0.002202,0.005058
439.00,0.00043378,0.02032350,0.00987654,0.00000000,7.731773e-01,1.293364e+00,1.293364e-02,measured,0.995097,0.002134,0.004903
440.00,0.00041139,0.01979378,0.00987654,0.00000000,8.136865e-01,1.228975e+00,1.228975e-02,measured,0.995341,0.002028,0.004659
441.00,0.00038901,0.01926407,0.00987654,0.00000000,8.563181e-01,1.167790e+00,1.167790e-02,measured,0.995572,0.001927,0.004428
442.00,0.00038523,0.01883898,0.00987654,0.00000000,8.834260e-01,1.131957e+00,1.131957e-02,measured,0.995708,0.001868,0.004292
443.00,0.00038231,0.01841879,0.00987654,0.00000000,9.034791e-01,1.106832e+00,1.106832e-02,measured,0.995803,0.001827,0.004197
444.00,0.00037975,0.01801282,0.00987654,0.00000000,9.402433e-01,1.063555e+00,1.063555e-02,measured,0.995967,0.001755,0.004033
445.00,0.00037975,0.01771171,0.00987654,0.00000000,9.783407e-01,1.022139e+00,1.022139e-02,measured,0.996123,0.001687,0.003877
446.00,0.00037975,0.01741061,0.00987654,0.00000000,9.809961e-01,1.019372e+00,1.019372e-02,measured,0.996134,0.001682,0.003866
447.00,0.00037270,0.01715213,0.00987654,0.00000000,1.018066e+00,9.822546e-01,9.822546e-03,measured,0.996274,0.001621,0.003726
448.00,0.00034784,0.01700131,0.00987654,0.00000000,1.018066e+00,9.822546e-01,9.822546e-03,measured,0.996274,0.001621,0.003726
449.00,0.00032298,0.01685048,0.00987654,0.00000000,1.018066e+00,9.822546e-01,9.822546e-03,measured,0.996274,0.001621,0.003726
450.00,0.00031006,0.01673913,0.00987654,0.00000000,1.057724e+00,9.454262e-01,9.454262e-03,measured,0.996414,0.001560,0.003586
451.00,0.00031188,0.01667645,0.00987654,0.00000000,1.101830e+00,9.075810e-01,9.075810e-03,measured,0.996557,0.001498,0.003443
452.00,0.00031370,0.01661377,0.00987654,0.00000000,1.124582e+00,8.892193e-01,8.892193e-03,measured,0.996627,0.001467,0.003373
453.00,0.00031485,0.01656879,0.00884278,0.00000000,1.136939e+00,8.795547e-01,8.795547e-03,measured,0.996663,0.001452,0.003337
454.00,0.00031558,0.01653503,0.00715336,0.00000000,1.147187e+00,8.716975e-01,8.716975e-03,measured,0.996693,0.001439,0.003307
455.00,0.00031630,0.01650128,0.00546394,0.00000000,1.147187e+00,8.716975e-01,8.716975e-03,measured,0.996693,0.001439,0.003307
456.00,0.00030112,0.01643896,0.00504534,0.00000000,1.193769e+00,8.376830e-01,8.376830e-03,measured,0.996822,0.001382,0.003178
457.00,0.00028136,0.01636839,0.00499336,0.00000000,1.193769e+00,8.376830e-01,8.376830e-03,measured,0.996822,0.001382,0.003178
458.00,0.00026159,0.01629783,0.00494137,0.00000000,1.216028e+00,8.223495e-01,8.223495e-03,measured,0.996880,0.001357,0.003120
459.00,0.00027149,0.01619850,0.00517941,0.00000000,1.242242e+00,8.049961e-01,8.049961e-03,measured,0.996946,0.001329,0.003054
460.00,0.00028328,0.01609734,0.00543585,0.00000000,1.242242e+00,8.049961e-01,8.049961e-03,measured,0.996946,0.001329,0.003054
461.00,0.00029253,0.01598547,0.00563870,0.00000000,1.242242e+00,8.049961e-01,8.049961e-03,measured,0.996946,0.001329,0.003054
462.00,0.00027995,0.01578181,0.00538226,0.00000000,1.262050e+00,7.923616e-01,7.923616e-03,measured,0.996994,0.001308,0.003006
463.00,0.00026737,0.01557815,0.00512581,0.00000000,1.292683e+00,7.735849e-01,7.735849e-03,measured,0.997065,0.001277,0.002935
464.00,0.00025770,0.01536040,0.00525439,0.00000000,1.292683e+00,7.735849e-01,7.735849e-03,measured,0.997065,0.001277,0.002935
465.00,0.00025593,0.01510427,0.00643088,0.00000000,1.292683e+00,7.735849e-01,7.735849e-03,measured,0.997065,0.001277,0.002935
466.00,0.00025416,0.01484815,0.00760737,0.00000000,1.292683e+00,7.735849e-01,7.735849e-03,measured,0.997065,0.001277,0.002935
467.00,0.00025316,0.01457430,0.00776548,0.00000000,1.293836e+00,7.728955e-01,7.728955e-03,measured,0.997067,0.001276,0.002933
468.00,0.00025316,0.01427722,0.00658894,0.00000000,1.388375e+00,7.202665e-01,7.202665e-03,measured,0.997267,0.001189,0.002733
469.00,0.00025316,0.01398014,0.00541241,0.00000000,1.399794e+00,7.143908e-01,7.143908e-03,measured,0.997289,0.001179,0.002711
470.00,0.00025316,0.01364990,0.00493827,0.00000000,1.399794e+00,7.143908e-01,7.143908e-03,measured,0.997289,0.001179,0.002711
471.00,0.00025316,0.01329727,0.00493827,0.00000000,1.399794e+00,7.143908e-01,7.143908e-03,measured,0.997289,0.001179,0.002711
472.00,0.00025316,0.01294464,0.00493827,0.00000000,1.423744e+00,7.023735e-01,7.023735e-03,measured,0.997335,0.001159,0.002665
473.00,0.00025316,0.01265667,0.00493827,0.00000000,1.456633e+00,6.865147e-01,6.865147e-03,measured,0.997395,0.001133,0.002605
474.00,0.00025316,0.01238899,0.00493827,0.00000000,1.456633e+00,6.865147e-01,6.865147e-03,measured,0.997395,0.001133,0.002605
475.00,0.00025316,0.01212131,0.00493827,0.00000000,1.456633e+00,6.865147e-01,6.865147e-03,measured,0.997395,0.001133,0.002605
476.00,0.00025316,0.01189525,0.00493827,0.00000000,1.456633e+00,6.865147e-01,6.865147e-03,measured,0.997395,0.001133,0.002605
477.00,0.00025316,0.01167254,0.00493827,0.00000000,1.481225e+00,6.751169e-01,6.751169e-03,measured,0.997438,0.001114,0.002562
478.00,0.00025316,0.01145381,0.00505797,0.00000000,1.456633e+00,6.865147e-01,6.865147e-03,measured,0.997395,0.001133,0.002605
479.00,0.00025316,0.01127551,0.00639386,0.00000000,1.510195e+00,6.621661e-01,6.621661e-03,measured,0.997487,0.001093,0.002513
480.00,0.00025316,0.01109720,0.00772976,0.00000000,1.523780e+00,6.562627e-01,6.562627e-03,measured,0.997509,0.001083,0.002491
481.00,0.00025316,0.01092515,0.00845155,0.00000000,1.532451e+00,6.525494e-01,6.525494e-03,measured,0.997523,0.001077,0.002477
482.00,0.00025316,0.01077149,0.00736686,0.00000000,1.541171e+00,6.488573e-01,6.488573e-03,measured,0.997537,0.001071,0.002463
483.00,0.00025316,0.01061783,0.00628216,0.00000000,1.549940e+00,6.451863e-01,6.451863e-03,measured,0.997551,0.001065,0.002449
484.00,0.00025316,0.01047785,0.00554576,0.00000000,1.558760e+00,6.415356e-01,6.415356e-03,measured,0.997565,0.001059,0.002435
485.00,0.00025316,0.01035691,0.00529452,0.00000000,1.567630e+00,6.379056e-01,6.379056e-03,measured,0.997579,0.001053,0.002421
486.00,0.00025316,0.01023597,0.00504327,0.00000000,1.576550e+00,6.342964e-01,6.342964e-03,measured,0.997593,0.001047,0.002407
487.00,0.00025316,0.01008371,0.00591866,0.00000000,1.577329e+00,6.339831e-01,6.339831e-03,measured,0.997594,0.001046,0.002406
488.00,0.00025316,0.00990897,0.00760288,0.00000000,1.577329e+00,6.339831e-01,6.339831e-03,measured,0.997594,0.001046,0.002406
489.00,0.00025316,0.00973423,0.00928710,0.00000000,1.590610e+00,6.286896e-01,6.286896e-03,measured,0.997614,0.001038,0.002386
490.00,0.00019204,0.00951102,0.00845750,0.00000000,1.613988e+00,6.195833e-01,6.195833e-03,measured,0.997648,0.001023,0.002352
491.00,0.00011014,0.00927133,0.00677333,0.00000000,1.637709e+00,6.106091e-01,6.106091e-03,measured,0.997682,0.001008,0.002318
492.00,0.00002825,0.00903164,0.00508917,0.00000000,1.641377e+00,6.092446e-01,6.092446e-03,measured,0.997688,0.001005,0.002312
493.00,0.00001420,0.00880946,0.00619079,0.00000000,1.641377e+00,6.092446e-01,6.092446e-03,measured,0.997688,0.001005,0.002312
494.00,0.00000682,0.00858901,0.00756659,0.00000000,1.641377e+00,6.092446e-01,6.092446e-03,measured,0.997688,0.001005,0.002312
495.00,0.00000000,0.00836719,0.00873712,0.00000000,1.708025e+00,5.854715e-01,5.854715e-03,measured,0.997778,0.000966,0.002222
496.00,0.00000000,0.00812838,0.00736132,0.00000000,1.708025e+00,5.854715e-01,5.854715e-03,measured,0.997778,0.000966,0.002222
497.00,0.00000000,0.00788957,0.00598553,0.00000000,1.708025e+00,5.854715e-01,5.854715e-03,measured,0.997778,0.000966,0.002222
498.00,0.00000000,0.00765131,0.00535412,0.00000000,1.727466e+00,5.788826e-01,5.788826e-03,measured,0.997803,0.000955,0.002197
499.00,0.00000000,0.00741484,0.00709552,0.00000000,1.777380e+00,5.626259e-01,5.626259e-03,measured,0.997864,0.000929,0.002136
500.00,0.00000000,0.00717836,0.00883692,0.00000000,1.777380e+00,5.626259e-01,5.626259e-03,measured,0.997864,0.000929,0.002136
501.00,0.00000000,0.00693869,0.00987654,0.00000000,1.812232e+00,5.518059e-01,5.518059e-03,trend,0.997905,0.000911,0.002095
502.00,0.00000000,0.00669428,0.00987654,0.00000000,1.829190e+00,5.466902e-01,5.466902e-03,trend,0.997925,0.000902,0.002075
503.00,0.00000000,0.00644987,0.00987654,0.00000000,1.846306e+00,5.416219e-01,5.416219e-03,trend,0.997944,0.000894,0.002056
504.00,0.00000000,0.00620744,0.00987654,0.00000000,1.863583e+00,5.366006e-01,5.366006e-03,trend,0.997963,0.000886,0.002037
505.00,0.00000000,0.00596652,0.00987654,0.00000000,1.881022e+00,5.316259e-01,5.316259e-03,trend,0.997982,0.000877,0.002018
506.00,0.00000000,0.00572560,0.00987654,0.00000000,1.898624e+00,5.266973e-01,5.266973e-03,trend,0.998001,0.000869,0.001999
507.00,0.00000000,0.00548491,0.00987654,0.00000000,1.916390e+00,5.218144e-01,5.218144e-03,trend,0.998019,0.000861,0.001981
508.00,0.00000000,0.00524431,0.00987654,0.00000000,1.934323e+00,5.169768e-01,5.169768e-03,trend,0.998037,0.000853,0.001963
509.00,0.00000000,0.00500370,0.00987654,0.00000000,1.952423e+00,5.121840e-01,5.121840e-03,trend,0.998056,0.000845,0.001944
510.00,0.00000000,0.00480052,0.00987654,0.00000000,1.970693e+00,5.074356e-01,5.074356e-03,trend,0.998074,0.000837,0.001926
511.00,0.00000000,0.00460170,0.00987654,0.00000000,1.989134e+00,5.027313e-01,5.027313e-03,trend,0.998091,0.000830,0.001909
512.00,0.00000000,0.00440431,0.00987654,0.00000000,2.007748e+00,4.980705e-01,4.980705e-03,trend,0.998109,0.000822,0.001891
513.00,0.00000000,0.00422942,0.00987654,0.00000000,2.026535e+00,4.934530e-01,4.934530e-03,trend,0.998127,0.000814,0.001873
514.00,0.00000000,0.00405452,0.00987654,0.00000000,2.045499e+00,4.888783e-01,4.888783e-03,trend,0.998144,0.000807,0.001856
515.00,0.00000000,0.00388465,0.00987654,0.00000000,2.064640e+00,4.843460e-01,4.843460e-03,trend,0.998161,0.000799,0.001839
516.00,0.00000000,0.00373220,0.00987654,0.00000000,2.083960e+00,4.798557e-01,4.798557e-03,trend,0.998178,0.000792,0.001822
517.00,0.00000000,0.00357974,0.00987654,0.00000000,2.103460e+00,4.754071e-01,4.754071e-03,trend,0.998195,0.000785,0.001805
518.00,0.00000000,0.00344417,0.00987654,0.00000000,2.123144e+00,4.709997e-01,4.709997e-03,trend,0.998212,0.000777,0.001788
519.00,0.00000000,0.00333522,0.00987654,0.00000000,2.143011e+00,4.666331e-01,4.666331e-03,trend,0.998228,0.000770,0.001772
520.00,0.00000000,0.00322628,0.00987654,0.00000000,2.163064e+00,4.623071e-01,4.623071e-03,trend,0.998245,0.000763,0.001755
521.00,0.00000000,0.00311659,0.00987654,0.00000000,2.183305e+00,4.580211e-01,4.580211e-03,trend,0.998261,0.000756,0.001739
522.00,0.00000000,0.00300631,0.00987654,0.00000000,2.203736e+00,4.537749e-01,4.537749e-03,trend,0.998277,0.000749,0.001723
523.00,0.00000000,0.00289604,0.00987654,0.00000000,2.224357e+00,4.495680e-01,4.495680e-03,trend,0.998293,0.000742,0.001707
524.00,0.00000000,0.00279983,0.00987654,0.00000000,2.245172e+00,4.454002e-01,4.454002e-03,trend,0.998309,0.000735,0.001691
525.00,0.00000000,0.00270921,0.00987654,0.00000000,2.266181e+00,4.412709e-01,4.412709e-03,trend,0.998325,0.000728,0.001675
526.00,0.00000000,0.00261858,0.00987654,0.00000000,2.287387e+00,4.371800e-01,4.371800e-03,trend,0.998340,0.000721,0.001660
527.00,0.00000000,0.00254172,0.00987654,0.00000000,2.308792e+00,4.331270e-01,4.331270e-03,trend,0.998355,0.000715,0.001645
528.00,0.00000000,0.00246672,0.00987654,0.00000000,2.330396e+00,4.291116e-01,4.291116e-03,trend,0.998371,0.000708,0.001629
529.00,0.00000000,0.00239141,0.00987654,0.00000000,2.352203e+00,4.251333e-01,4.251333e-03,trend,0.998386,0.000702,0.001614
530.00,0.00000000,0.00230938,0.00987654,0.00000000,2.374214e+00,4.211920e-01,4.211920e-03,trend,0.998401,0.000695,0.001599
531.00,0.00000000,0.00222735,0.00987654,0.00000000,2.396431e+00,4.172872e-01,4.172872e-03,trend,0.998416,0.000689,0.001584
532.00,0.00000000,0.00214829,0.00987654,0.00000000,2.418856e+00,4.134186e-01,4.134186e-03,trend,0.998430,0.000682,0.001570
533.00,0.00000000,0.00208047,0.00987654,0.00000000,2.441490e+00,4.095859e-01,4.095859e-03,trend,0.998445,0.000676,0.001555
534.00,0.00000000,0.00201265,0.00987654,0.00000000,2.464337e+00,4.057887e-01,4.057887e-03,trend,0.998459,0.000670,0.001541
535.00,0.00000000,0.00194850,0.00987654,0.00000000,2.487397e+00,4.020267e-01,4.020267e-03,trend,0.998473,0.000663,0.001527
536.00,0.00000000,0.00189054,0.00987654,0.00000000,2.510673e+00,3.982996e-01,3.982996e-03,trend,0.998488,0.000657,0.001512
537.00,0.00000000,0.00183258,0.00987654,0.00000000,2.534167e+00,3.946071e-01,3.946071e-03,trend,0.998502,0.000651,0.001498
538.00,0.00000000,0.00177276,0.00987654,0.00000000,2.557880e+00,3.909487e-01,3.909487e-03,trend,0.998515,0.000645,0.001485
539.00,0.00000000,0.00171134,0.00987654,0.00000000,2.581816e+00,3.873243e-01,3.873243e-03,trend,0.998529,0.000639,0.001471
540.00,0.00000000,0.00164992,0.00987654,0.00000000,2.605975e+00,3.837335e-01,3.837335e-03,trend,0.998543,0.000633,0.001457
541.00,0.00000000,0.00158953,0.00987654,0.00000000,2.630361e+00,3.801760e-01,3.801760e-03,trend,0.998556,0.000627,0.001444
542.00,0.00000000,0.00152958,0.00987654,0.00000000,2.654975e+00,3.766514e-01,3.766514e-03,trend,0.998570,0.000622,0.001430
543.00,0.00000000,0.00146962,0.00987654,0.00000000,2.679819e+00,3.731596e-01,3.731596e-03,trend,0.998583,0.000616,0.001417
544.00,0.00000000,0.00142561,0.00987654,0.00000000,2.704895e+00,3.697001e-01,3.697001e-03,trend,0.998596,0.000610,0.001404
545.00,0.00000000,0.00138407,0.00987654,0.00000000,2.730206e+00,3.662727e-01,3.662727e-03,trend,0.998609,0.000604,0.001391
546.00,0.00000000,0.00134232,0.00987654,0.00000000,2.755754e+00,3.628770e-01,3.628770e-03,trend,0.998622,0.000599,0.001378
547.00,0.00000000,0.00129394,0.00987654,0.00000000,2.781542e+00,3.595129e-01,3.595129e-03,trend,0.998635,0.000593,0.001365
548.00,0.00000000,0.00124556,0.00987654,0.00000000,2.807570e+00,3.561799e-01,3.561799e-03,trend,0.998647,0.000588,0.001353
549.00,0.00000000,0.00119225,0.00987654,0.00000000,2.833842e+00,3.528778e-01,3.528778e-03,trend,0.998660,0.000582,0.001340
550.00,0.00000000,0.00111848,0.00987654,0.00000000,2.860360e+00,3.496064e-01,3.496064e-03,trend,0.998672,0.000577,0.001328
551.00,0.00000000,0.00104471,0.00987654,0.00000000,2.887126e+00,3.463652e-01,3.463652e-03,trend,0.998685,0.000572,0.001315
552.00,0.00000000,0.00097583,0.00987654,0.00000000,2.914142e+00,3.431541e-01,3.431541e-03,trend,0.998697,0.000566,0.001303
553.00,0.00000000,0.00091570,0.00987654,0.00000000,2.941412e+00,3.399728e-01,3.399728e-03,trend,0.998709,0.000561,0.001291
554.00,0.00000000,0.00085556,0.00987654,0.00000000,2.968936e+00,3.368210e-01,3.368210e-03,trend,0.998721,0.000556,0.001279
555.00,0.00000000,0.00082609,0.00987654,0.00000000,2.996718e+00,3.336984e-01,3.336984e-03,trend,0.998733,0.000551,0.001267
556.00,0.00000000,0.00082466,0.00987654,0.00000000,3.024760e+00,3.306047e-01,3.306047e-03,trend,0.998744,0.000546,0.001256
557.00,0.00000000,0.00082323,0.00987654,0.00000000,3.053064e+00,3.275398e-01,3.275398e-03,trend,0.998756,0.000541,0.001244
558.00,0.00000000,0.00082278,0.00987654,0.00000000,3.081634e+00,3.245032e-01,3.245032e-03,trend,0.998768,0.000536,0.001232
559.00,0.00000000,0.00082278,0.00987654,0.00000000,3.110470e+00,3.214948e-01,3.214948e-03,trend,0.998779,0.000531,0.001221
560.00,0.00000000,0.00082278,0.00987654,0.00000000,3.139577e+00,3.185143e-01,3.185143e-03,trend,0.998790,0.000526,0.001210
561.00,0.00000000,0.00082278,0.00987654,0.00000000,3.168955e+00,3.155614e-01,3.155614e-03,trend,0.998802,0.000521,0.001198
562.00,0.00000000,0.00082278,0.00987654,0.00000000,3.198609e+00,3.126359e-01,3.126359e-03,trend,0.998813,0.000516,0.001187
563.00,0.00000000,0.00082245,0.00987654,0.00000000,3.228540e+00,3.097375e-01,3.097375e-03,trend,0.998824,0.000511,0.001176
564.00,0.00000000,0.00080043,0.00987654,0.00000000,3.258752e+00,3.068660e-01,3.068660e-03,trend,0.998835,0.000506,0.001165
565.00,0.00000000,0.00077841,0.00987654,0.00000000,3.289246e+00,3.040211e-01,3.040211e-03,trend,0.998845,0.000502,0.001155
566.00,0.00000000,0.00076028,0.00987654,0.00000000,3.320025e+00,3.012026e-01,3.012026e-03,trend,0.998856,0.000497,0.001144
567.00,0.00000000,0.00075998,0.00987654,0.00000000,3.351092e+00,2.984102e-01,2.984102e-03,trend,0.998867,0.000492,0.001133
568.00,0.00000000,0.00075968,0.00987654,0.00000000,3.382450e+00,2.956437e-01,2.956437e-03,trend,0.998877,0.000488,0.001123
569.00,0.00000000,0.00075189,0.00987654,0.00000000,3.414102e+00,2.929028e-01,2.929028e-03,trend,0.998888,0.000483,0.001112
570.00,0.00000000,0.00072975,0.00987654,0.00000000,3.446049e+00,2.901874e-01,2.901874e-03,trend,0.998898,0.000479,0.001102
571.00,0.00000000,0.00070761,0.00987654,0.00000000,3.478296e+00,2.874971e-01,2.874971e-03,trend,0.998908,0.000474,0.001092
572.00,0.00000000,0.00069662,0.00987654,0.00000000,3.510844e+00,2.848318e-01,2.848318e-03,trend,0.998918,0.000470,0.001082
573.00,0.00000000,0.00069644,0.00987654,0.00000000,3.543697e+00,2.821911e-01,2.821911e-03,trend,0.998928,0.000466,0.001072
574.00,0.00000000,0.00069626,0.00987654,0.00000000,3.576858e+00,2.795750e-01,2.795750e-03,trend,0.998938,0.000461,0.001062
575.00,0.00000000,0.00066630,0.00987654,0.00000000,3.610328e+00,2.769831e-01,2.769831e-03,trend,0.998948,0.000457,0.001052
576.00,0.00000000,0.00062179,0.00987654,0.00000000,3.644112e+00,2.744153e-01,2.744153e-03,trend,0.998958,0.000453,0.001042
577.00,0.00000000,0.00057727,0.00987654,0.00000000,3.678212e+00,2.718712e-01,2.718712e-03,trend,0.998967,0.000449,0.001033
578.00,0.00000000,0.00055121,0.00987654,0.00000000,3.712631e+00,2.693507e-01,2.693507e-03,trend,0.998977,0.000445,0.001023
579.00,0.00000000,0.00052877,0.00987654,0.00000000,3.747372e+00,2.668536e-01,2.668536e-03,trend,0.998986,0.000440,0.001014
580.00,0.00000000,0.00050633,0.00987654,0.00000000,3.782439e+00,2.643797e-01,2.643797e-03,trend,0.998996,0.000436,0.001004
